,ùëΩùë¨ùëµ,ùëπùë®ùë¥,ùë®ùëµ,ùëπùë®,ùëπùë™,ùë≠ùë∞ùë¨,ùë¨ùë®,ùë¨ùë∑,ùë´ùë¨,ùúπùëΩùë¨ùëµ,ùúπùëπùë®ùë¥,ùúπùë®ùëµ,ùúπùëπùë®,ùúπùëπùë™,ùúπùë≠ùë∞ùë¨,ùúπùë¨ùë®,ùúπùë¨ùë∑,ùúπùë´ùë¨,OP
2356,9.227,57.97663,27.227,1.9959,1.19128,749.3714,74.24829,1.88139,7.22,0.717471,1.698232,0.717471,0.000865,0.000898,149.2131,1682.508,0.001124,0.717471,399
2375,9.267,58. 10015,27.267,1.9943,1.18888,749.2888,76. 22045,1.88339,7.26,0.6 57711,1.5 37806,0.6 57711,0.0 00785,0.0 00803,147.2145,1540.46,0.0 01014,0.6 57711,408
2394,9.298,58.19588,27.298,1.99306,1.18702,749.2248,77.74887,1.88494,7.29,0.609196,1.392488,0.609196,0.00072,0.000721,145.6562,1425.022,0.000924,0.609196,407
2413,9.293,58.05588,27.221,1.98382,1.18044,746.1193,79.0218,1.87897,7.30,0.559712,1.281334,0.570228,0.000715,0.000654,152.5252,1304.059,0.000885,0.559181,407
2432,9.333,58.1794,27.261,1.98222,1.17804,746.0367,80.99396,1.88097,7.34,0.491691,1.043902,0.502231,0.000622,0.000529,150.4823,1141.92,0.000755,0.491158,414
2451,9.396,58.4985,27.396,1.98914,1.18114,749.0226,82.58066,1.88984,7.39,0.443184,0.812544,0.443184,0.000493,0.000416,140.6762,1029.358,0.000606,0.443184,414
2470,9.427,58.59423,27.427,1.9879,1.17928,748.9586,84.10909,1.89139,7.42,0.386671,0.590959,0.386671,0.000415,0.000305,139.0838,894.4783,0.000496,0.386671,423
2489,9.467,58.71775,27.467,1.9863,1.17688,748.876,86.08125,1.89339,7.46,0.310911,0.277961,0.310911,0.00031,0.000152,137.0171,713.5359,0.000346,0.310911,414
2508,9.462,58.577,27.39,1.977,1.170,745.77,87.354,1.887,7.4,0.2504,0.0694,0.2610,0.0002,4.69E-,143.80,565.81,0.0002,0.2498,422
2527,8.942,57.18641,26.942,2.00703,1.20703,750.5323,60.24093,1.86768,6.94,0.996636,2.020955,0.996636,0.001221,0.001221,159.951,2342.791,0.001595,0.996636,407
2546,8.973,57.28214,26.973,2.00579,1.20517,750.4683,61.76935,1.86923,6.97,0.968271,2.050578,0.968271,0.001187,0.001206,158.5518,2276.2,0.001553,0.968271,406
2565,9.117,58.13164,27.351,2.03071,1.21889,760.2978,63.93091,1.89502,7.09,0.955867,2.656748,1.066803,0.001844,0.001443,255.0444,2215.084,0.002113,0.950389,402
2584,9.076,57.72476,27.148,2.01111,1.20587,753.3716,65.32821,1.8801,7.06,0.901719,2.113401,0.912152,0.001168,0.001176,164.9489,2116.39,0.001503,0.901202,405
2603,9.071,57.58476,27.071,2.00187,1.19929,750.266,66.60114,1.87413,7.07,0.865959,2.023676,0.865959,0.00106,0.001115,154.0748,2034.956,0.001389,0.865959,403
2622,9.183,58.21089,27.345,2.01863,1.20805,757.0457,68.70443,1.8926,7.16,0.836458,2.263047,0.889716,0.001341,0.001192,199.5781,1949.463,0.001615,0.83381,397
2641,9.142,57.80401,27.142,1.99903,1.19503,750.1195,70.10173,1.87768,7.14,0.779836,1.889766,0.779836,0.000949,0.001006,150.7801,1831.009,0.001241,0.779836,395
2660,9.205,58.12312,27.277,2.00595,1.19813,753.1054,71.68843,1.88655,7.19,0.745903,1.871805,0.75641,0.000967,0.000978,158.9803,1747.329,0.001235,0.745378,399
2679,9.317,58.74924,27.551,2.02271,1.20689,759.885,73.79171,1.90502,7.29,0.716995,2.296422,0.829148,0.001529,0.001134,245.778,1648.184,0.001707,0.711382,399
2698,9.276,58.34236,27.348,2.00311,1.19387,752.9588,75.18901,1.8901,7.26,0.646001,1.603967,0.656548,0.000834,0.000818,155.635,1509.821,0.001052,0.645471,401
2717,9.271,58.20236,27.271,1.99387,1.18729,749.8532,76.46194,1.88413,7.27,0.597559,1.400444,0.597559,0.000706,0.000714,144.6841,1397.74,0.000907,0.597559,409
2736,9.383,58.82849,27.545,2.01063,1.19605,756.6329,78.56523,1.9026,7.36,0.556677,1.516976,0.610518,0.000965,0.000741,190.161,1283.837,0.001105,0.553964,413
2755,9.342,58.42161,27.342,1.99103,1.18303,749.7067,79.96253,1.88768,7.34,0.483036,0.995719,0.483036,0.00055,0.000502,141.2685,1124.756,0.000687,0.483036,408
2774,9.405,58.74072,27.477,1.99795,1.18613,752.6926,81.54923,1.89655,7.39,0.438791,0.872295,0.449413,0.00055,0.000435,149.4474,1015.828,0.000655,0.438253,412
2793,9.517,59.36684,27.751,2.01471,1.19489,759.4722,83.65251,1.91502,7.49,0.399164,1.183153,0.512533,0.001089,0.000541,236.1753,889.3422,0.001103,0.393415,415
2812,9.44,58.72423,27.44,1.98711,1.17715,749.5044,84.79432,1.89258,7.44,0.3 084,0.279154,0.3 084,0.000307,0.000151,136.4833,707.7004,0.000343,0.3 084,410
2831,9.471,58.81996,27.471,1.98587,1.17529,749.4404,86.32274,1.89413,7.47,0.249159,0.014352,0.249159,0.000224,2.49E-05,134.9526,566.0536,0.000224,0.249159,413
2850,8.862,57.07249,26.862,2.00983,1.20983,751.5458,56.36221,1.86448,6.86,0.980956,1.989159,0.980956,0.001202,0.001202,157.4345,2305.932,0.00157,0.980956,412
2869,8.821,56.66561,26.659,1.99023,1.19681,744.6196,57.75951,1.84956,6.83,0.956669,2.287144,1.008398,0.00149,0.001305,200.3883,2234.426,0.001806,0.954132,404
2888,8.933,57.29174,26.933,2.00699,1.20557,751.3992,59.86279,1.86803,6.93,0.924511,2.079879,0.924511,0.001136,0.001182,154.5149,2173.669,0.00149,0.924511,397
2907,8.996,57.61084,27.068,2.01391,1.20867,754.3851,61.44949,1.8769,6.98,0.901696,2.151708,0.912082,0.001171,0.001191,162.7896,2117.029,0.001509,0.901185,396
2926,8.919,56.96824,26.757,1.98631,1.19093,744.4173,62.5913,1.85446,6.93,0.868502,2.323898,0.920518,0.001381,0.001242,196.2559,2026.698,0.001672,0.865933,394
2945,9.031,57.59436,27.031,2.00307,1.19969,751.1969,64.69458,1.87293,7.03,0.830039,2.047166,0.830039,0.001018,0.001095,150.4145,1950.849,0.001338,0.830039,392
2964,9.062,57.69009,27.062,2.00183,1.19783,751.133,66.22301,1.87448,7.06,0.796156,1.998685,0.796156,0.000975,0.001054,149.1004,1870.644,0.00128,0.796156,393
2983,9.021,57.28321,26.859,1.98223,1.18481,744.2068,67.62031,1.85956,7.03,0.756153,2.165872,0.808466,0.001235,0.001102,191.8672,1760.454,0.001481,0.753551,398
3002,9.165,58.13272,27.237,2.00715,1.19853,754.0363,69.78187,1.88535,7.15,0.717764,1.889423,0.728248,0.000935,0.000963,155.6457,1681.542,0.001195,0.717242,406
3021,9.196,58.22844,27.268,2.00591,1.19667,753.9723,71.31029,1.8869,7.18,0.67785,1.782426,0.688351,0.000881,0.000899,154.309,1586.648,0.001122,0.677325,410
3040,9.119,57. 58584,26.957,1.97831,1.17893,744.0045,72. 4521,1.86446,7.13,0.6 28434,1.8 2546,0.6 81032,0.0 01064,0.0 00896,187.5663,1456.578,0.0 01248,0.6 258,404
3059,9.231,58.21196,27.231,1.99507,1.18769,750.7841,74.55538,1.88293,7.23,0.577639,1.412076,0.577639,0.000684,0.000704,141.7924,1351.234,0.000879,0.577639,403
3078,9.262,58.30769,27.262,1.99383,1.18583,750.7202,76.08381,1.88448,7.26,0.531356,1.245351,0.531356,0.00062,0.000618,140.4254,1240.886,0.00079,0.531356,404
3097,9.221,57.90081,27.059,1.97423,1.17281,743.794,77.48111,1.86956,7.23,0.474917,1.274874,0.527814,0.000852,0.000608,183.0022,1090.262,0.000954,0.472251,409
3116,9.365,58.75032,27.437,1.99915,1.18653,753.6235,79.64267,1.89535,7.35,0.426588,0.878103,0.437187,0.000537,0.000429,146.8783,987.4909,0.000639,0.426053,409
3135,9.258,57.96919,27.258,1.99497,1.19097,748.6499,75.72587,1.88232,7.25,0.733436,1.685731,0.733436,0.000884,0.000908,149.5669,1720.091,0.001148,0.733436,402
3154,9.227,57.87346,27.227,1.99621,1.19283,748.7139,74.19745,1.88077,7.22,0.779471,1.787649,0.779471,0.000945,0.000975,151.1987,1829.345,0.001231,0.779471,398
3173,9.083,57.02396,26.849,1.97129,1.17911,738.8844,72.03589,1.85498,7.10,0.831599,2.401058,0.940905,0.00166,0.001264,244.312,1920.518,0.001887,0.826127,397
3192,9.017,57.61032,26.855,1.98137,1.17995,746.3783,67.59038,1.8614,7.03,0.556954,1.859563,0.609256,0.000986,0.000866,172.6935,1290.758,0.001154,0.554354,424
3211,9.058,58.01719,27.058,2.00097,1.19297,753.3045,66.19307,1.87632,7.05,0.596636,1.764433,0.596636,0.000729,0.00084,128.9775,1400.828,0.00096,0.596636,418
3230,9.027,57.92146,27.027,2.00221,1.19483,753.3685,64.66465,1.87477,7.02,0.630271,1.87554,0.630271,0.000774,0.0 009,130.0137,1480.941,0.001024,0.630271,417
3249,8.883,57.07196,26.649,1.97729,1.18111,743.539,62.50309,1.84898,6.909,0.671511,2.499306,0.779599,0.001481,0.001182,224.9305,1547.576,0.00166,0.666173,415
3268,8.96,57.714,26.96,2.004,1.198,753.50,61.361,1.871,6.9,0.6 964,2.0530,0.6 964,0.0008,0.0010,132.22,1638.1,0.0011,0.6 964,412
3287,8.929,57.61884,26.929,2.00613,1.20071,753.5708,59.83286,1.86987,6.92,0.723959,2.106231,0.723959,0.000899,0.001044,133.2356,1703.472,0.001193,0.723959,410
3306,8.817,56.99272,26.655,1.98937,1.19195,746.7911,57.72958,1.8514,6.83,0.755856,2.388511,0.807574,0.001254,0.001187,179.4056,1764.134,0.001516,0.75332,413
3325,8.858,57.39959,26.858,2.00897,1.20497,753.7173,56.33227,1.86632,6.85,0.779836,2.158946,0.779836,0.000969,0.001105,135.5188,1835.525,0.001286,0.779836,404
3344,8.795,57.08048,26.723,2.00205,1.20187,750.7314,54.74557,1.85745,6.80,0.799567,2.195603,0.809796,0.001056,0.001139,145.253,1879.042,0.00137,0.799068,402
3363,8.683,56.45436,26.449,1.98529,1.19311,743.9518,52.64229,1.83898,6.70,0.830383,2.637748,0.937254,0.001688,0.001361,231.5518,1924.261,0.001919,0.82518,400
3382,8.76,57.096,26.76,2.012,1.210,753.91,51.500,1.861,6.7,0.8 404,2.0737,0.8 404,0.0010,0.0011,138.59,1977.5,0.0013,0.8 404,403
3401,8.729,57.00124,26.729,2.01413,1.21271,753.9836,49.97206,1.85987,6.72,0.855559,2.0 087,0.855559,0.001056,0.001123,139.5571,2012.735,0.001391,0.855559,407
3420,8.617,56.37512,26.455,1.99737,1.20395,747.2039,47.86878,1.8414,6.63,0.874037,2.147733,0.925172,0.001393,0.001217,185.7738,2041.289,0.001676,0.871566,406
3439,8.658,56.78199,26.658,2.01697,1.21697,754.1301,46.47147,1.85632,6.65,0.883036,1.790599,0.883036,0.001082,0.001082,141.7192,2075.751,0.001413,0.883036,418
3458,9.369,58.84444,27.369,1.98893,1.17631,751.8143,81.46102,1.89107,7.36,0.232839,0.013412,0.232839,0.00021,2.33E-05,126.1132,528.9769,0.00021,0.232839,421
3477,9.338,58.74871,27.338,1.99017,1.17817,751.8782,79.93259,1.88952,7.338,0.285756,0.2 829,0.285756,0.000285,0.000145,127.3401,655.7621,0.000319,0.285756,421
3496,9.379,59.15559,27.541,2.00977,1.19119,758.8044,78.53529,1.90444,7.36,0.35905,0.885313,0.412879,0.000703,0.000406,175.7692,814.7176,0.000745,0.356338,421
3515,9.267,58.52946,27.267,1.99301,1.18243,752.0248,76.43201,1.88597,7.26,0.399711,0.831059,0.399711,0.000446,0.000398,130.1193,928.5367,0.000551,0.399711,417
3534,9.204,58.21036,27.132,1.98609,1.17933,749.0389,74.84531,1.8771,7.21,0.44153,1.067763,0.451994,0.000567,0.000507,139.8998,1025.42,0.00069,0.441004,417
3553,9.281,58.85297,27.443,2.01369,1.19707,759.0067,73.7035,1.89954,7.26,0.505272,1.541547,0.558815,0.00091,0.000719,179.5552,1164.668,0.001037,0.502592,413
3572,9.169,58.22684,27.169,1.99693,1.18831,752.2271,71.60022,1.88107,7.16,0.540439,1.429741,0.540439,0.000643,0.000688,133.8848,1264.782,0.000831,0.540439,418
3591,9.138,58.13111,27.138,1.99817,1.19017,752.291,70.07179,1.87952,7.13,0.580956,1.580987,0.580956,0.000698,0.000765,135.0589,1361.424,0.000909,0.580956,411
3610,9.179,58.53799,27.341,2.01777,1.20319,759.2172,68.67449,1.89444,7.16,0.637245,2.031786,0.690492,0.001092,0.000972,183.4095,1479.758,0.001292,0.634598,409
3629,9.067,57.91186,27.067,2.00101,1.19443,752.4376,66.57121,1.87597,7.06,0.666511,1.85833,0.666511,0.000814,0.000916,137.7171,1565.162,0.001071,0.666511,411
3648,9.04,57.828,27.04,2.002,1.196,752.49,65.24,1.874,7.0,0.6 964,1.9385,0.6 964,0.0008,0.0009,138.71,1636.2,0.0011,0.6 964,405
3667,9.081,58.23537,27.243,2.02169,1.20907,759.4195,63.8427,1.88954,7.06,0.74462,2.317583,0.79758,0.001237,0.001145,187.03,1735.276,0.001487,0.742005,405
3686,8.969,57.60924,26.969,2.00493,1.20031,752.6399,61.73942,1.87107,6.96,0.768039,2.083211,0.768039,0.000948,0.001064,141.3157,1806.117,0.001252,0.768039,405
3705,8.938,57.51351,26.938,2.00617,1.20217,752.7038,60.21099,1.86952,6.93,0.796156,2.116214,0.796156,0.000984,0.001097,142.4369,1872.616,0.0 013,0.796156,410
3724,8.979,57.92039,27.141,2.02577,1.21519,759.63,58.81369,1.88444,6.96,0.836161,2.422266,0.888824,0.001355,0.001253,190.7121,1952.079,0.00164,0.833579,405
3743,8.835,57.07088,26.763,2.00085,1.20147,749.8005,56.65213,1.85865,6.84,0.851546,2.16663,0.861798,0.001115,0.001164,153.6342,2000.236,0.001441,0.851044,404
3762,8.84,57.210,26.84,2.010,1.208,752.90,55.379,1.864,6.8,0.8 724,2.0999,0.8 724,0.0010,0.0011,145.92,2052.1,0.0014,0.8 724,407
3781,8.881,57.61777,27.043,2.02969,1.22107,759.8323,53.9819,1.87954,6.86,0.904688,2.337625,0.957066,0.001438,0.001286,194.1671,2113.163,0.001739,0.902138,407
3800,8.769,56.99164,26.769,2.01293,1.21231,753.0527,51.87862,1.86107,6.76,0.915639,1.973822,0.915639,0.001125,0.001153,148.4057,2152.981,0.001474,0.915639,412
3819,8.738,56.89591,26.738,2.01417,1.21417,753.1166,50.35019,1.85952,6.73,0.931356,1.888581,0.931356,0.001141,0.001141,149.4742,2189.337,0.00149,0.931356,414
3838,9.4,58. 837,27.4,1.988,1.176,751.09,82.938,1.892,7.4,0.24,0.0138,0.24,0.0002,0.0000,129.99,545.24,0.0002,0.24,427
3857,9.369,58.74127,27.369,1.98924,1.17786,751.1568,81.41018,1.89045,7.36,0.294839,0.281888,0.294839,0.000294,0.000147,131.3111,676.5476,0.000328,0.294839,421
3876,9.329,58.61775,27.329,1.99084,1.18026,751.2393,79.43802,1.88845,7.32,0.362759,0.600697,0.362759,0.00039,0.000296,133.0012,839.0658,0.000466,0.362759,414
3895,9.298,58.52202,27.298,1.99208,1.18212,751.3033,77.90959,1.8869,7.29,0.413196,0.826785,0.413196,0.00046,0.000403,134.3017,959.6671,0.000567,0.413196,417
3914,9.271,58.43865,27.271,1.99316,1.18374,751.3591,76.57838,1.88555,7.27,0.455559,1.008767,0.455559,0.00052,0.00049,135.4277,1060.9,0.000652,0.455559,413
3933,9.231,58.31513,27.231,1.99476,1.18614,751.4416,74.60622,1.88355,7.23,0.515639,1.252815,0.515639,0.000603,0.000611,137.0845,1204.36,0.00077,0.515639,412
3952,9.2,58.219,27.2,1.996,1.188,751.50,73.077,1.882,7.2,0.56,1.4209,0.56,0.0006,0.0006,138.35,1310.1,0.0008,0.56,415
3971,9.169,58.12367,27.169,1.99724,1.18986,751.5696,71.54938,1.88045,7.16,0.602439,1.570785,0.602439,0.000722,0.000774,139.6255,1411.35,0.000937,0.602439,413
3990,9.129,58.00015,27.129,1.99884,1.19226,751.6521,69.57722,1.87845,7.12,0.654359,1.737021,0.654359,0.000792,0.000865,141.2475,1534.974,0.001035,0.654359,405
4009,9.134,58.14016,27.206,2.00808,1.19884,754.7577,68.30428,1.88442,7.12,0.693764,1.90295,0.70423,0.000907,0.000952,151.874,1625.576,0.001162,0.693244,403
4028,9.071,57.82105,27.071,2.00116,1.19574,751.7719,66.71758,1.87555,7.07,0.723959,1.923863,0.723959,0.000885,0.000977,143.5752,1700.412,0.001163,0.723959,404
4047,9.031,57.69753,27.031,2.00276,1.19814,751.8544,64.74542,1.87355,7.03,0.768039,2.015338,0.768039,0.000943,0.001039,145.1638,1804.978,0.001241,0.768039,399
4066,9,57.601,27,2.004,1.2,751.91,63. 217,1.872,7,0.8,2.0652,0.8,0.0009,0.0010,146.38,1880.6,0.0012,0.8,399
4085,8.969,57.50607,26.969,2.00524,1.20186,751.9824,61.68858,1.87045,6.96,0.830039,2.096822,0.830039,0.001022,0.001114,147.5992,1951.682,0.001346,0.830039,398
4104,8.929,57.38255,26.929,2.00684,1.20426,752.0649,59.71642,1.86845,6.92,0.865959,2.110486,0.865959,0.001067,0.001147,149.153,2036.412,0.001404,0.865959,406
4123,8.902,57.29918,26.902,2.00792,1.20588,752.1207,58.38521,1.8671,6.90,0.888396,2.10246,0.888396,0.001094,0.001163,150.1941,2089.207,0.001439,0.888396,405
4142,8.871,57.20345,26.871,2.00916,1.20774,752.1847,56.85678,1.86555,6.87,0.912359,2.076098,0.912359,0.001122,0.001175,151.3819,2145.453,0.001474,0.912359,408
4161,8.831,57.07993,26.831,2.01076,1.21014,752.2672,54.88462,1.86355,6.83,0.940439,2.015002,0.940439,0.001155,0.00118,152.9023,2211.125,0.001512,0.940439,408
4180,8.8,56.984,26.8,2.012,1.212,752.33,53.356,1.862,6.8,0.96,1.9466,0.96,0.0011,0.0011,154.07,2256.6,0.0015,0.96,412
4199,9.431,58.82956,27.431,1.98707,1.17569,750.3713,84.41618,1.89293,7.43,0.245239,0.014126,0.245239,0.000221,2.45E-05,132.8294,557.1479,0.000221,0.245239,420
4218,9.319,58.20344,27.157,1.97031,1.16693,743.5917,82.3129,1.87446,7.33,0.307645,0.557296,0.360827,0.000617,0.00026,178.5328,690.2368,0.000622,0.304947,421
4237,9.36,58.610,27.36,1.989,1.179,750.51,80.915,1.889,7.3,0.3 724,0.5977,0.3 724,0.0 004,0.0002,136.05,861.31,0.0004,0.3 724,429
4256,9.129,58.23644,27.129,1.99813,1.18871,753.158,69.69366,1.87987,7.12,0.512359,1.440903,0.512359,0.000613,0.000677,126.5733,1199.738,0.000796,0.512359,429
4275,9.124,58.09644,27.052,1.98889,1.18213,750.0524,70.96659,1.8739,7.13,0.473634,1.322262,0.484053,0.00062,0.000617,134.3331,1104.115,0.000773,0.473114,415
4294,9.083,57.68956,26.849,1.96929,1.16911,743.1262,72.36389,1.85898,7.10,0.431599,1.588088,0.540905,0.001144,0.000711,217.9641,973.8917,0.001198,0.426127,417
4313,9.227,58.53906,27.227,1.99421,1.18283,752.9557,74.52545,1.88477,7.22,0.379471,0.836411,0.379471,0.000426,0.000392,123.1844,881.9165,0.000528,0.379471,418
4332,9.258,58.63479,27.258,1.99297,1.18097,752.8917,76.05387,1.88632,7.25,0.333436,0.60706,0.333436,0.00036,0.000288,122.0954,771.6601,0.000434,0.333436,420
4351,9.217,58.22792,27.055,1.97337,1.16795,745.9655,77.45118,1.8714,7.23,0.277333,0.560889,0.330218,0.000589,0.000254,165.6375,621.1612,0.00059,0.274668,425
4370,9.329,58.85404,27.329,1.99013,1.17671,752.7452,79.55446,1.88987,7.32,0.220759,0.012716,0.220759,0.000199,2.21E-05,119.5703,501.5329,0.000199,0.220759,424
4389,8.636,56.92848,26.708,2.02702,1.22382,757.8641,43.91161,1.86148,6.62,0.845826,1.764383,0.856005,0.0 011,0.001059,144.7097,1985.519,0.001407,0.845338,421
4408,8.667,57.0242,26.739,2.02578,1.22196,757.8001,45.44004,1.86303,6.65,0.838579,1.887023,0.848775,0.001096,0.001088,143.8609,1969.39,0.001407,0.838088,412
4427,8.707,57.14772,26.779,2.02418,1.21956,757.7175,47.4122,1.86503,6.69,0.826398,2.018295,0.836618,0.001086,0.001117,142.7536,1941.703,0.001401,0.825905,407
4446,8.738,57.243,26.81,2.022,1.217,757.65,48.940,1.866,6.7,0.8147,2.0991,0.8250,0.0010,0.0011,141.88,1914.9,0.0013,0.8142,404
4465,8.733,57.10345,26.733,2.0137,1.21112,754.548,50.21355,1.86061,6.73,0.799711,2.095973,0.799711,0.000995,0.00111,131.7274,1882.693,0.001318,0.799711,404
4484,8.773,57.22697,26.773,2.0121,1.20872,754.4654,52.18571,1.86261,6.77,0.779471,2.151259,0.779471,0.000972,0.00111,130.5835,1835.446,0.001292,0.779471,402
4503,8.804,57.3227,26.804,2.01086,1.20686,754.4014,53.71414,1.86416,6.80,0.761584,2.173117,0.761584,0.000951,0.001102,129.6877,1793.479,0.001266,0.761584,406
4522,8.867,57.6418,26.939,2.01778,1.20996,757.3873,55.30084,1.87303,6.85,0.745806,2.23946,0.756118,0.000995,0.001115,138.1885,1753.479,0.001296,0.745303,415
4541,8.907,57.76532,26.979,2.01618,1.20756,757.3047,57. 273,1.87503,6.89,0.71769,2.21877,0.728025,0.00096,0.001085,137.0132,1687.054,0.00125,0.717184,415
4560,8.938,57.861,27.01,2.014,1.205,757.24,58.801,1.876,6.9,0.6937,2.1818,0.7040,0.0009,0.0010,136.09,1630.2,0.0012,0.6 932,416
4579,8.933,57.72105,26.933,2.0057,1.19912,754.1352,60.07435,1.87061,6.93,0.666511,2.067257,0.666511,0.00083,0.000993,125.8718,1568.667,0.001106,0.666511,417
4598,8.973,57.84457,26.973,2.0041,1.19672,754.0526,62.04651,1.87261,6.97,0.630271,1.969971,0.630271,0.000781,0.000935,124.6598,1482.526,0.00104,0.630271,420
4617,9.036,58.16368,27.108,2.01102,1.19982,757.0385,63.63321,1.88148,7.02,0.605301,1.944989,0.615711,0.00081,0.000913,133.1307,1420.048,0.001047,0.604787,421
4636,9.067,58.2594,27.139,2.00978,1.19796,756.9745,65.16164,1.88303,7.05,0.573353,1.832089,0.58378,0.000767,0.000854,132.1766,1343.875,0.000986,0.572837,427
4655,9.107,58.38292,27.179,2.00818,1.19556,756.8919,67.1338,1.88503,7.09,0.529301,1.659438,0.539751,0.000706,0.000768,130.9335,1238.711,0.0 009,0.528782,427
4674,9.102,58.24292,27.102,1.99894,1.18898,753.7864,68.40673,1.87906,7.10,0.491596,1.448334,0.491596,0.000591,0.00067,120.6583,1151.723,0.000771,0.491596,421
